UnifiedPneumoApp_UNIFIED_v6_13_WINSAFE.zip,4856665,177,8,52,pneumo_solver_ui/pages/05_DBQueue_R61.py;pneumo_solver_ui/pages/06_DBQueue_SplitRoles_R62.py;pneumo_solver_ui/tools/dbqueue_controller.py;pneumo_solver_ui/tools/dbqueue_ctl.py;pneumo_solver_ui/tools/dbqueue_proposer.py,app.py;pneumo_solver_ui/iso6358_system.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched_smooth_all.py;pneumo_solver_ui/opt_worker_v3_margins_energy.py,68
AlgoritmyOptimizatsiiSixThirtyTwoStagedPromotionWorldRoadCachePack.zip,7875778,187,0,50,,app.py;pneumo_solver_ui/desktop_animator/app.py;pneumo_solver_ui/diag/bootstrap.py;pneumo_solver_ui/diag/eventlog.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum.py,50
UnifiedPneumoApp_UNIFIED_v6_27_WINSAFE.zip,2471361,178,0,50,,pneumo_solver_ui/desktop_animator/app.py;pneumo_solver_ui/desktop_animator/data_bundle.py;pneumo_solver_ui/diag/bootstrap.py;pneumo_solver_ui/diag/eventlog.py;pneumo_solver_ui/pages/00_Setup.py,50
UnifiedPneumoApp_UNIFIED_v6_28_WINSAFE.zip,2275380,178,0,50,,START_PNEUMO_APP.py;app.py;pneumo_solver_ui/compare_ui.py;pneumo_solver_ui/crash_guard.py;pneumo_solver_ui/desktop_animator/app.py,50
Matematika65 (1).zip,16625874,174,0,50,,app.py;START_PNEUMO_APP.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched_smooth_all.py;pneumo_solver_ui/opt_worker_v3_margins_energy.py,50
PnevmatikaR60.zip,14707443,174,0,50,,app.py;START_PNEUMO_APP.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched_smooth_all.py;pneumo_solver_ui/opt_worker_v3_margins_energy.py,50
UnifiedPneumoApp_UNIFIED_v6_6_WINSAFE.zip,4595580,166,0,50,,app.py;pneumo_solver_ui/iso6358_system.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched_smooth_all.py;pneumo_solver_ui/opt_worker_v3_margins_energy.py,50
UnifiedPneumoApp_UNIFIED_v6_10_WINSAFE.zip,2391122,166,0,50,,app.py;pneumo_solver_ui/iso6358_system.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched_smooth_all.py;pneumo_solver_ui/opt_worker_v3_margins_energy.py,50
UnifiedPneumoApp_UNIFIED_v6_8_WINSAFE.zip,2287119,166,0,50,,app.py;pneumo_solver_ui/iso6358_system.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched_smooth_all.py;pneumo_solver_ui/opt_worker_v3_margins_energy.py,50
UnifiedPneumoApp_UNIFIED_v6_7_WINSAFE.zip,2071100,166,0,50,,app.py;pneumo_solver_ui/iso6358_system.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched_smooth_all.py;pneumo_solver_ui/opt_worker_v3_margins_energy.py,50
UnifiedPneumoApp_UNIFIED_v6_9_WINSAFE.zip,2056951,166,0,50,,app.py;pneumo_solver_ui/iso6358_system.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched_smooth_all.py;pneumo_solver_ui/opt_worker_v3_margins_energy.py,50
Mechanika661R2v673.zip,9179288,215,0,49,,pneumo_solver_ui/desktop_animator/app.py;pneumo_solver_ui/diag/bootstrap.py;pneumo_solver_ui/diag/eventlog.py;pneumo_solver_ui/pages/00_Setup.py;pneumo_solver_ui/pages/01_SchemeIntegrity.py,49
Pnevmatika639.zip,3994533,199,0,49,,pneumo_solver_ui/desktop_animator/app.py;pneumo_solver_ui/diag/bootstrap.py;pneumo_solver_ui/diag/eventlog.py;pneumo_solver_ui/pages/00_Setup.py;pneumo_solver_ui/pages/01_SchemeIntegrity.py,49
Mechanika635v637.zip,3207199,188,0,49,,pneumo_solver_ui/desktop_animator/app.py;pneumo_solver_ui/diag/bootstrap.py;pneumo_solver_ui/diag/eventlog.py;pneumo_solver_ui/pages/00_Setup.py;pneumo_solver_ui/pages/01_SchemeIntegrity.py,49
UnifiedPneumoApp_UNIFIED_v6_35_WINSAFE.zip,2777990,187,0,49,,START_PNEUMO_APP.py;app.py;pneumo_solver_ui/compare_npz_web.py;pneumo_solver_ui/crash_guard.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum.py,49
UnifiedPneumoApp_UNIFIED_v6_26_WINSAFE.zip,4818719,176,0,49,,app.py;START_PNEUMO_APP.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched_smooth_all.py;pneumo_solver_ui/opt_worker_v3_margins_energy.py,49
FizikaR64UnifiedV625.zip,14662823,174,0,49,,app.py;START_PNEUMO_APP.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched_smooth_all.py;pneumo_solver_ui/opt_worker_v3_margins_energy.py,49
Matematika65.zip,14608396,174,0,49,,app.py;START_PNEUMO_APP.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py;pneumo_solver_ui/opt_worker_v3_margins_energy.py;pneumo_solver_ui/passport_check.py,49
AlgoritmyOptimizatsiiUnifiedPneumoAppVSixTwentyEightAshaSurrogate.zip,2721010,173,0,49,,app.py;START_PNEUMO_APP.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched_smooth_all.py;pneumo_solver_ui/opt_worker_v3_margins_energy.py,49
AlgoritmyOptimizatsiiUnifiedPneumoAppVSixTwentySevenWinSafe.zip,2367579,173,0,49,,app.py;START_PNEUMO_APP.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched_smooth_all.py;pneumo_solver_ui/opt_worker_v3_margins_energy.py,49
TestyR70.zip,12122778,172,0,49,,app.py;START_PNEUMO_APP.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched_smooth_all.py;pneumo_solver_ui/opt_worker_v3_margins_energy.py,49
UnifiedPneumoApp_UNIFIED_v6_18_WINSAFE.zip,2264835,172,0,49,,app.py;START_PNEUMO_APP.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched_smooth_all.py;pneumo_solver_ui/opt_worker_v3_margins_energy.py,49
UnifiedPneumoApp_UNIFIED_v6_17_WINSAFE.zip,2223234,172,0,49,,app.py;START_PNEUMO_APP.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched_smooth_all.py;pneumo_solver_ui/opt_worker_v3_margins_energy.py,49
UnifiedPneumoApp_UNIFIED_v6_31_WINSAFE.zip,7571514,180,0,48,,START_PNEUMO_APP.py;app.py;pneumo_solver_ui/crash_guard.py;pneumo_solver_ui/desktop_animator/app.py;pneumo_solver_ui/diag/bootstrap.py,48
VerifikatsiyaUnifiedPneumoAppSixTwoFiveWinSafe.zip,21905629,172,0,48,,pneumo_solver_ui/desktop_animator/app.py;pneumo_solver_ui/desktop_animator/data_bundle.py;pneumo_solver_ui/diag/bootstrap.py;pneumo_solver_ui/diag/eventlog.py;pneumo_solver_ui/pages/00_Setup.py,48
Kod35FullWorkingPackage (1).zip,16967377,172,0,48,,app.py;START_PNEUMO_APP.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched_smooth_all.py;pneumo_solver_ui/opt_worker_v3_margins_energy.py,48
Kod35FullWorkingPackage.zip,16967377,172,0,48,,app.py;START_PNEUMO_APP.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched_smooth_all.py;pneumo_solver_ui/opt_worker_v3_margins_energy.py,48
Interfeis772PneumoApp622Bundle.zip,15634228,172,0,48,,app.py;START_PNEUMO_APP.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched_smooth_all.py;pneumo_solver_ui/opt_worker_v3_margins_energy.py,48
UnifiedPneumoApp_UNIFIED_v6_22_WINSAFE.zip,4904719,172,0,48,,app.py;START_PNEUMO_APP.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched_smooth_all.py;pneumo_solver_ui/opt_worker_v3_margins_energy.py,48
UnifiedPneumoApp_UNIFIED_v6_20_WINSAFE.zip,4852307,172,0,48,,app.py;START_PNEUMO_APP.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched_smooth_all.py;pneumo_solver_ui/opt_worker_v3_margins_energy.py,48
UnifiedPneumoApp_UNIFIED_v6_25_WINSAFE.zip,4848052,172,0,48,,app.py;START_PNEUMO_APP.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched_smooth_all.py;pneumo_solver_ui/opt_worker_v3_margins_energy.py,48
UnifiedPneumoApp_UNIFIED_v6_19_WINSAFE.zip,2540667,172,0,48,,app.py;START_PNEUMO_APP.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched_smooth_all.py;pneumo_solver_ui/opt_worker_v3_margins_energy.py,48
AnimaciyaUnifiedPneumoAppScaledRoad.zip,2302197,172,0,48,,app.py;START_PNEUMO_APP.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched_smooth_all.py;pneumo_solver_ui/opt_worker_v3_margins_energy.py,48
UnifiedPneumoApp_UNIFIED_v6_24_WINSAFE.zip,2283589,172,0,48,,app.py;START_PNEUMO_APP.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched_smooth_all.py;pneumo_solver_ui/opt_worker_v3_margins_energy.py,48
UnifiedPneumoApp_UNIFIED_v6_23_WINSAFE.zip,2282381,172,0,48,,app.py;START_PNEUMO_APP.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched_smooth_all.py;pneumo_solver_ui/opt_worker_v3_margins_energy.py,48
UnifiedPneumoApp_UNIFIED_v6_21_WINSAFE.zip,2279944,172,0,48,,app.py;START_PNEUMO_APP.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched_smooth_all.py;pneumo_solver_ui/opt_worker_v3_margins_energy.py,48
UnifiedPneumoApp_UNIFIED_v6_16_WINSAFE.zip,2126458,171,0,48,,app.py;START_PNEUMO_APP.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched_smooth_all.py;pneumo_solver_ui/opt_worker_v3_margins_energy.py,48
UnifiedPneumoApp_UNIFIED_v6_5_WINSAFE.zip,4580297,163,0,48,,app.py;pneumo_solver_ui/iso6358_system.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched_smooth_all.py;pneumo_solver_ui/opt_worker_v3_margins_energy.py,48
UnifiedPneumoApp_UNIFIED_v6_4_WINSAFE.zip,4541527,163,0,48,,app.py;pneumo_solver_ui/iso6358_system.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched_smooth_all.py;pneumo_solver_ui/opt_worker_v3_margins_energy.py,48
PROJECT_PRESERVE_PACK_v6_10.zip,1832057,160,0,48,,app.py;pneumo_solver_ui/desktop_animator/app.py;pneumo_solver_ui/desktop_animator/data_bundle.py;pneumo_solver_ui/diag/bootstrap.py;pneumo_solver_ui/diag/eventlog.py,48
PROJECT_PRESERVE_PACK_v6_9.zip,1516381,160,0,48,,app.py;pneumo_solver_ui/iso6358_system.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched_smooth_all.py;pneumo_solver_ui/opt_worker_v3_margins_energy.py,48
DiagrammyUnifiedPneumoAppWinSafeCharts.zip,2412647,173,0,47,,app.py;START_PNEUMO_APP.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched_smooth_all.py;pneumo_solver_ui/opt_worker_v3_margins_energy.py,47
MechanikaUnifiedPneumoAppUpdate.zip,2359616,172,0,47,,app.py;START_PNEUMO_APP.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched_smooth_all.py;pneumo_solver_ui/opt_worker_v3_margins_energy.py,47
UnifiedPneumoApp_UNIFIED_v6_15_WINSAFE.zip,2130343,169,0,47,,app.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched_smooth_all.py;pneumo_solver_ui/opt_worker_v3_margins_energy.py;pneumo_solver_ui/passport_check.py,47
UnifiedPneumoApp_UNIFIED_v6_14_WINSAFE.zip,2094993,169,0,47,,app.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched_smooth_all.py;pneumo_solver_ui/opt_worker_v3_margins_energy.py;pneumo_solver_ui/passport_check.py,47
UnifiedPneumoApp_UNIFIED_v6_40_WINSAFE.zip,8084459,261,0,45,,pneumo_solver_ui/desktop_animator/app.py;pneumo_solver_ui/diag/bootstrap.py;pneumo_solver_ui/diag/eventlog.py;pneumo_solver_ui/pages/00_Setup.py;pneumo_solver_ui/pages/01_SchemeIntegrity.py,45
UnifiedPneumoApp_UNIFIED_v6_3_WINSAFE.zip,2364010,159,0,45,,app.py;pneumo_solver_ui/iso6358_system.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched_smooth_all.py;pneumo_solver_ui/opt_worker_v3_margins_energy.py,45
UnifiedPneumoApp_UNIFIED_v6_2_WINSAFE.zip,2011976,159,0,45,,app.py;pneumo_solver_ui/iso6358_system.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched_smooth_all.py;pneumo_solver_ui/opt_worker_v3_margins_energy.py,45
PROJECT_PRESERVE_PACK_v6_34.zip,71537771,207,0,42,,pneumo_solver_ui/model_pneumo_v9_mech_doublewishbone_worldroad.py;pneumo_solver_ui/opt_worker_v3_margins_energy.py;pneumo_solver_ui/pneumo_ui_app.py;pneumo_solver_ui/opt_stage_runner_v1.py;START_PNEUMO_APP.py,42
UnifiedPneumoApp_v1.zip,60232706,125,0,40,,app.py;pneumo_solver_ui/iso6358_system.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched_smooth_all.py;pneumo_solver_ui/opt_worker_v3_margins_energy.py,40
UnifiedPneumoApp_UNIFIED_v6_41_WINSAFE.zip,4803605,262,0,39,,START_PNEUMO_APP.py;app.py;pneumo_solver_ui/release_info.py;pneumo_solver_ui/autonomous_self_checks.py;pneumo_solver_ui/crash_guard.py,39
Diagrammy657R2.zip,4419076,208,0,35,,pneumo_solver_ui/desktop_animator/app.py;pneumo_solver_ui/diag/bootstrap.py;pneumo_solver_ui/diag/eventlog.py;pneumo_solver_ui/pages/00_Setup.py;pneumo_solver_ui/pages/01_SchemeIntegrity.py,35
Interfeis652.zip,4230467,188,0,35,,pneumo_solver_ui/desktop_animator/app.py;pneumo_solver_ui/diag/bootstrap.py;pneumo_solver_ui/diag/eventlog.py;pneumo_solver_ui/tools/autoselfcheck.py;pneumo_solver_ui/tools/dashboard_report.py,35
Interfeis669R14.zip,6113090,216,0,34,,pneumo_solver_ui/desktop_animator/app.py;pneumo_solver_ui/diag/bootstrap.py;pneumo_solver_ui/diag/eventlog.py;pneumo_solver_ui/pages/20_DistributedOptimization.py;pneumo_solver_ui/pages/98_BuildBundle_ZIP.py,34
Interfeis669R3.zip,8554414,213,0,33,,pneumo_solver_ui/desktop_animator/app.py;pneumo_solver_ui/diag/bootstrap.py;pneumo_solver_ui/diag/eventlog.py;pneumo_solver_ui/pages/98_BuildBundle_ZIP.py;pneumo_solver_ui/pages/99_EnvDiagnostics.py,33
Interfeis669R12.zip,6060834,213,0,32,,pneumo_solver_ui/desktop_animator/app.py;pneumo_solver_ui/diag/bootstrap.py;pneumo_solver_ui/diag/eventlog.py;pneumo_solver_ui/pages/98_BuildBundle_ZIP.py;pneumo_solver_ui/pages/99_EnvDiagnostics.py,32
Interfeis669R4.zip,13202238,213,0,29,,pneumo_solver_ui/desktop_animator/app.py;pneumo_solver_ui/diag/bootstrap.py;pneumo_solver_ui/diag/eventlog.py;pneumo_solver_ui/pages/98_BuildBundle_ZIP.py;pneumo_solver_ui/pages/99_EnvDiagnostics.py,29
RealizatsiyaOptimizatsiiRelease53.zip,29343461,95,0,23,,pneumo_solver_ui/iso6358_system.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched_smooth_all.py;pneumo_solver_ui/opt_worker_v3_margins_energy.py,23
Mechanika669R5v675.zip,13892447,214,0,21,,pneumo_solver_ui/desktop_animator/app.py;pneumo_solver_ui/diag/eventlog.py;pneumo_solver_ui/pages/98_BuildBundle_ZIP.py;pneumo_solver_ui/pages/99_EnvDiagnostics.py;pneumo_solver_ui/tools/dashboard_report.py,21
RealizatsiyaOptimizatsiiRelease54.zip,13185511,93,0,21,,pneumo_solver_ui/iso6358_system.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched_smooth_all.py;pneumo_solver_ui/opt_worker_v3_margins_energy.py,21
RealizatsiyaOptimizatsiiRelease55.zip,15022652,93,0,19,,pneumo_solver_ui/iso6358_system.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched_smooth_all.py;pneumo_solver_ui/opt_worker_v3_margins_energy.py,19
pneumo_solver_ui_refactored.zip,3282431,94,0,17,,pneumo_solver_ui/iso6358_system.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched_smooth_all.py;pneumo_solver_ui/opt_worker_v3_margins_energy.py,17
RealizatsiyaOptimizatsiiRelease60.zip,60407974,92,0,16,,pneumo_solver_ui/pages/02_Calibration_NPZ.py;pneumo_solver_ui/pages/03_Design_Advisor.py;pneumo_solver_ui/pages/99_Diagnostics.py;pneumo_solver_ui/pages/04_DistributedOptimization_R58.py;pneumo_solver_ui/tools/dist_opt_coordinator.py,16
Interfeis765Release58Bundle.zip,59813704,91,0,16,,pneumo_solver_ui/iso6358_system.py;pneumo_solver_ui/mech_anim_fallback.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched_smooth_all.py,16
Interfeis764Release58Bundle.zip,58472465,91,0,16,,pneumo_solver_ui/iso6358_system.py;pneumo_solver_ui/mech_anim_fallback.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched_smooth_all.py,16
RealizatsiyaOptimizatsiiRelease59.zip,60314893,90,0,16,,pneumo_solver_ui/pages/02_Calibration_NPZ.py;pneumo_solver_ui/pages/03_Design_Advisor.py;pneumo_solver_ui/pages/99_Diagnostics.py;pneumo_solver_ui/pages/04_DistributedOptimization_R58.py;pneumo_solver_ui/tools/dist_opt_coordinator.py,16
RealizatsiyaOptimizatsiiRelease58.zip,58284195,90,0,16,,pneumo_solver_ui/pages/02_Calibration_NPZ.py;pneumo_solver_ui/pages/03_Design_Advisor.py;pneumo_solver_ui/pages/99_Diagnostics.py;pneumo_solver_ui/pages/04_DistributedOptimization_R58.py;pneumo_solver_ui/tools/dist_opt_coordinator.py,16
MechanikaFiftyTwo.zip,58020141,84,0,14,,pneumo_solver_ui/pages/02_Calibration_NPZ.py;pneumo_solver_ui/pages/99_Diagnostics.py;pneumo_solver_ui/pages/03_Design_Advisor.py;pneumo_solver_ui/iso6358_system.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py,14
MechanikaRFifty.zip,59418188,83,0,13,,pneumo_solver_ui/pages/02_Calibration_NPZ.py;pneumo_solver_ui/pages/99_Diagnostics.py;pneumo_solver_ui/pages/03_Design_Advisor.py;pneumo_solver_ui/iso6358_system.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py,13
MechanikaPnevmatikaR48.zip,58331484,83,0,13,,pneumo_solver_ui/pages/02_Calibration_NPZ.py;pneumo_solver_ui/pages/99_Diagnostics.py;pneumo_solver_ui/pages/03_Design_Advisor.py;pneumo_solver_ui/iso6358_system.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py,13
MechanikaPnevmatika.zip,58282836,83,0,13,,pneumo_solver_ui/pages/02_Calibration_NPZ.py;pneumo_solver_ui/pages/99_Diagnostics.py;pneumo_solver_ui/pages/03_Design_Advisor.py;pneumo_solver_ui/iso6358_system.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py,13
PnevmatikaR48.zip,58067733,84,0,12,,pneumo_solver_ui/pages/02_Calibration_NPZ.py;pneumo_solver_ui/pages/99_Diagnostics.py;pneumo_solver_ui/pages/03_Design_Advisor.py;pneumo_solver_ui/iso6358_system.py;pneumo_solver_ui/model_pneumo_v8_energy_audit_vacuum_patched.py,12
ObobshchenieR35.zip,2934359,79,0,12,,pneumo_solver_ui/pages/02_Calibration_NPZ.py;pneumo_solver_ui/pages/99_Diagnostics.py;pneumo_solver_ui/tools/run_full_diagnostics.py;pneumo_solver_ui/iso6358_system.py;pneumo_solver_ui/mech_anim_fallback.py,12
UnifiedPneumoApp_UNIFIED_v6_43_WINSAFE.zip,8406544,286,0,10,,app.py;pneumo_solver_ui/crash_guard.py;pneumo_solver_ui/desktop_animator/app.py;pneumo_solver_ui/diag_bundle.py;pneumo_solver_ui/model_pneumo_v9_mech_doublewishbone_worldroad.py,10
UnifiedPneumoApp_UNIFIED_v6_42_WINSAFE.zip,7540620,286,0,10,,pneumo_solver_ui/desktop_animator/app.py;pneumo_solver_ui/tools/make_send_bundle.py;pneumo_solver_ui/tools/validate_send_bundle.py;pneumo_solver_ui/crash_guard.py;pneumo_solver_ui/diag_bundle.py,10
UnifiedPneumoApp_UNIFIED_v6_44_WINSAFE.zip,8466854,287,0,9,,app.py;pneumo_solver_ui/crash_guard.py;pneumo_solver_ui/diag_bundle.py;pneumo_solver_ui/model_pneumo_v9_mech_doublewishbone_worldroad.py;pneumo_solver_ui/pneumo_ui_app.py,9
UnifiedPneumoApp_UNIFIED_v6_46_WINSAFE.zip,4995701,287,0,8,,app.py;pneumo_solver_ui/crash_guard.py;pneumo_solver_ui/desktop_animator/app.py;pneumo_solver_ui/model_pneumo_v9_mech_doublewishbone_worldroad.py;pneumo_solver_ui/pneumo_ui_app.py,8
UnifiedPneumoApp_UNIFIED_v6_47_WINSAFE.zip,8463016,287,0,6,,app.py;pneumo_solver_ui/crash_guard.py;pneumo_solver_ui/model_pneumo_v9_mech_doublewishbone_worldroad.py;pneumo_solver_ui/pneumo_ui_app.py;pneumo_solver_ui/release_info.py,6
UnifiedPneumoApp_UNIFIED_v6_52_WINSAFE.zip,34603272,1244,0,5,,app.py;pneumo_solver_ui/crash_guard.py;pneumo_solver_ui/release_info.py;pneumo_solver_ui/scheme_integrity.py;START_PNEUMO_APP.py,5
UnifiedPneumoApp_UNIFIED_v6_51_WINSAFE.zip,34059413,1244,0,5,,app.py;pneumo_solver_ui/crash_guard.py;pneumo_solver_ui/release_info.py;pneumo_solver_ui/scheme_integrity.py;START_PNEUMO_APP.py,5
UnifiedPneumoApp_UNIFIED_v6_48_WINSAFE.zip,5152497,287,0,5,,app.py;pneumo_solver_ui/crash_guard.py;pneumo_solver_ui/model_pneumo_v9_mech_doublewishbone_worldroad.py;pneumo_solver_ui/release_info.py;pneumo_solver_ui/scheme_integrity.py,5
UnifiedPneumoApp_UNIFIED_v6_49_WINSAFE.zip,5026365,287,0,5,,app.py;pneumo_solver_ui/crash_guard.py;pneumo_solver_ui/model_pneumo_v9_mech_doublewishbone_worldroad.py;pneumo_solver_ui/release_info.py;pneumo_solver_ui/scheme_integrity.py,5
UnifiedPneumoApp_UNIFIED_v6_50_WINSAFE.zip,5616727,287,0,4,,app.py;pneumo_solver_ui/crash_guard.py;pneumo_solver_ui/release_info.py;pneumo_solver_ui/scheme_integrity.py,4
PATCH_v6_25_fix_worldroad_precompute.zip,43835,1,0,1,,pneumo_solver_ui/model_pneumo_v9_mech_doublewishbone_worldroad.py,1
PATCH_v6_20_fix_qdarktheme.zip,15271,1,0,1,,pneumo_solver_ui/pages/07_DesktopAnimator.py,1
PATCH_v6_24_fix_qt_compare_viewer_xrange.zip,13603,1,0,1,,pneumo_solver_ui/qt_compare_viewer.py,1
PROJECT_PRESERVE_PACK_v6_49.zip,6375,1,0,1,,pneumo_solver_ui/scheme_integrity.py,1
AnimaciyaV653R2R01 (2).zip,139224305,0,0,0,,,0
Mechanika.zip,113978760,0,0,0,,,0
PROJECT_PRESERVE_PACK_v6_27.zip,102568285,0,0,0,,,0
PROJECT_PRESERVE_PACK_v6_26.zip,101112630,0,0,0,,,0
PROJECT_PRESERVE_PACK_v6_13.zip,98359646,0,0,0,,,0
