t,z0,z1,z2,z3
3.7800000000000002,-0.007274502012481984,0.031788834247968946,0.018936248792521433,0.06257768054121095
3.79,-0.006925203982048467,0.018183732932449292,0.008541968771307475,0.058745328184707464
3.8000000000000003,-0.0016544712373012973,0.002788385335473979,-4.7682349296494664e-05,0.0555131722660165
3.81,-0.0005956117451047169,-0.009407091489284364,0.006791698370632732,0.04876745388485984
3.8200000000000003,0.0021812182933912383,-0.0038744648490860885,0.02234432466284436,0.051909404819186614
3.83,0.0008940644930949225,0.005647135031200036,0.027422996298740548,0.06340554018325827
3.84,-0.014763014877736695,-0.004880235447655322,0.01366432548862845,0.055653810964752685
3.85,-0.027889238348548687,-0.01549087486143012,0.0017645116631805704,0.037702578699491215
3.86,-0.026192188501816056,-0.004167736316648256,0.011468737838377737,0.045156468455577276
3.87,-0.02648618542246935,0.004682281773625672,0.02624071342366789,0.06363040080176639
3.88,-0.032673494665596346,-0.0039612038334673845,0.02578509351767622,0.05969205935131309
3.89,-0.03208128154643293,-0.008712733909539729,0.017894374954614267,0.04677717529496932
3.9,-0.03167202401168799,-0.004606007691726451,0.009345871590149346,0.04342414787654653
3.91,-0.036997108342664085,-0.005274596156446752,-0.0027288020645624303,0.03773814854310184
3.92,-0.03328848592771854,-0.009461104457173247,-0.008627791784870335,0.025067239228958593
3.93,-0.022095775194967818,-0.015283995190095344,-0.003930170479152282,0.010826478492993175
3.94,-0.018873465605566395,-0.02454331534705816,-0.0008340449284012816,-0.004780889509304669
3.95,-0.017753065196819136,-0.024593942151061962,0.0003727317946351184,-0.00898626454050349
3.96,-0.01204644316733251,-0.011520678755393936,0.0031430954163684595,0.0025393569446338702
3.97,-0.013205711633753711,-0.0028747449178005854,-0.005589920511230884,0.0027422815425480604
3.98,-0.020168390344059373,-0.0024062897228940877,-0.023212503778572233,-0.0125822562672354
3.99,-0.01933201500841012,-0.00019650913912361192,-0.028179261063424447,-0.011850049834618182
4.0,-0.012472233321941787,-0.0020492562751709877,-0.025040909487182263,0.00264255815195127
4.01,-0.005606890811981605,-0.011666533273213828,-0.029799040735518794,0.0015245863670162293
4.0200000000000005,0.00208827668192763,-0.014669639873128837,-0.0333404494231187,-0.008028257336897342
4.03,0.003980147050952759,-0.009761566304685153,-0.030898725256461795,-0.006790255170789362
4.04,-0.0038378770607191194,-0.012848022513954829,-0.03439298213306614,-0.004029339766660358
4.05,-0.010307694772690104,-0.02445460156314035,-0.03695074760196171,-0.007355768632800217
4.0600000000000005,-0.012168507943319773,-0.03461622828837576,-0.02742650255357838,-0.011826035635581036
4.07,-0.018471611898045404,-0.046612696211653766,-0.019286599986733304,-0.01997974750504788
4.08,-0.026343679374415816,-0.06352159619582358,-0.01898736438035043,-0.026640831670889955
4.09,-0.027095457203430772,-0.07499561257487228,-0.014916929924470522,-0.01876491151882381
4.1,-0.026490105790514643,-0.07820321198968457,-0.011200006416094366,-0.005720950396503736
4.11,-0.0305482587315998,-0.08367725928788541,-0.016947587002562475,-0.0023835984211007842
4.12,-0.0291041230056908,-0.0898327173771631,-0.02105738498628747,-0.0015821405166609012
4.13,-0.014460875129959397,-0.08443955659282996,-0.01604720335688444,0.00013328253492181697
4.14,0.0011638888347234157,-0.07348750517175962,-0.009098673332041554,-0.006615285091981103
4.15,0.005939020018970915,-0.06980375351366876,-0.0016972221784758168,-0.014768844243015597
4.16,0.009899568518306829,-0.06193271394071336,0.00439370500707465,-0.012207566570603064
4.17,0.021395619157829077,-0.03930842648919062,0.0007830104359204383,-0.009680599224093407
4.18,0.022490106486160573,-0.024537531510658257,-0.007939065672165476,-0.018363506100543048
4.19,0.0006682194626800852,-0.03464570336692541,-0.01123664768167041,-0.02985363188170889
4.2,-0.024124838227220946,-0.04821452617776848,-0.014499811845440778,-0.03984515778578914
4.21,-0.034645644601337275,-0.04545827510916893,-0.022969695910048767,-0.05492864233316218
4.22,-0.038028727267850934,-0.03491910535500881,-0.027600967757701204,-0.07059157957566799
4.23,-0.03868326769851282,-0.02880374860066356,-0.02624238481873579,-0.07702414295806494
4.24,-0.034990144351254006,-0.03130513557518666,-0.028260593679277073,-0.08021904959170902
4.25,-0.03161638792870819,-0.036803104162826186,-0.03141847990044969,-0.08756286045454187
4.26,-0.02399669095136073,-0.02685210427000982,-0.023072789499390154,-0.08880865851774625
4.2700000000000005,-0.007595599292240943,-0.003377617019388674,-0.0055998104494142656,-0.07850244848068229
4.28,-0.0004828874930644148,0.0026459435858285987,0.004743811453722485,-0.0708431475429519
4.29,-0.007113215312585525,-0.008533172605834485,0.006942860500663364,-0.06773678451500204
4.3,-0.0032244517032865095,-0.004725968486733917,0.015320639108204049,-0.051701560402960915
4.3100000000000005,0.006497061814133466,0.005742852195444196,0.024778393388335457,-0.02898201571648585
4.32,-0.004478027321096062,-0.0038792401817964277,0.013772561794346804,-0.02713785226920138
4.33,-0.01911017889592731,-0.011267305074835168,-0.013087700456315448,-0.04293546903834426
4.34,-0.013164701946341981,0.0038626882904174292,-0.03105727740940819,-0.04881502760389786
4.3500000000000005,-0.011501041765304866,0.010171639680791933,-0.03658941055978832,-0.04017227128620942
4.36,-0.027882554910724233,-0.004646548743934993,-0.03893160691699018,-0.03091833503253421
4.37,-0.03214517181492589,-0.010343779911100866,-0.03713180159160856,-0.02895267846795319
4.38,-0.01886253739244959,-0.003592927334688014,-0.033157195596939436,-0.034735874073698214
4.39,-0.011560402603828424,-0.002748867612608393,-0.029084889448119305,-0.03464729751228889
4.4,-0.0054522013720944154,0.0001288401108847454,-0.016156533716789448,-0.014986685191134778
4.41,0.011636603876127506,0.009913638064711986,-0.0016169842688108988,0.00321124804616396
4.42,0.025540325039549224,0.011411401307908381,-0.0034870792797476007,-0.002967915163149308
4.43,0.029111571008447506,0.009113896372104904,-0.007455807072808577,-0.009418801933583097
4.44,0.034041310430341656,0.015653181400060435,0.003011933813118187,0.0020766962300616722
